Original;Split
INS(me);INS(m),INS(e)
INS(edel);INS(e),INS(d),INS(e),INS(l)
INS(red);INS(r),INS(e),INS(d)
INS(dav);INS(d),INS(a),INS(v)
INS(etudp);INS(e),INS(t),INS(u),INS(d),INS(p)
INS(utena);INS(u),INS(t),INS(e),INS(n),INS(a)
INS(eksite);INS(e),INS(k),INS(s),INS(i),INS(t),INS(e)
INS(retu);INS(r),INS(e),INS(t),INS(u)
INS(ksime);INS(k),INS(s),INS(i),INS(m),INS(e)
INS(uga);INS(u),INS(g),INS(a)
INS(uks);INS(u),INS(k),INS(s)
INS(latess);INS(l),INS(a),INS(t),INS(e),INS(s),INS(s)
INS(k);INS(k)
INS(oega);INS(o),INS(e),INS(g),INS(a)
INS(ev);INS(e),INS(v)
INS(jat);INS(j),INS(a),INS(t)
INS(tri);INS(t),INS(r),INS(i)
INS(uteks);INS(u),INS(t),INS(e),INS(k),INS(s)
INS(atest);INS(a),INS(t),INS(e),INS(s),INS(t)
INS(ess);INS(e),INS(s),INS(s)
INS(edess);INS(e),INS(d),INS(e),INS(s),INS(s)
INS(tratel);INS(t),INS(r),INS(a),INS(t),INS(e),INS(l)
INS(hku);INS(h),INS(k),INS(u)
INS(utest);INS(u),INS(t),INS(e),INS(s),INS(t)
INS(tate);INS(t),INS(a),INS(t),INS(e)
INS(lasid);INS(l),INS(a),INS(s),INS(i),INS(d)
INS(vad);INS(v),INS(a),INS(d)
INS(in);INS(i),INS(n)
INS(sega);INS(s),INS(e),INS(g),INS(a)
INS(ht);INS(h),INS(t)
INS(eob);INS(e),INS(o),INS(b)
INS(tagu);INS(t),INS(a),INS(g),INS(u)
INS(iden);INS(i),INS(d),INS(e),INS(n)
INS(j);INS(j)
INS(idaks);INS(i),INS(d),INS(a),INS(k),INS(s)
INS(ateg);INS(a),INS(t),INS(e),INS(g)
INS(ve);INS(v),INS(e)
INS(dl);INS(d),INS(l)
INS(ne);INS(n),INS(e)
INS(eldu);INS(e),INS(l),INS(d),INS(u)
INS(r);INS(r)
INS(e nähk);INS(e),INS( ),INS(n),INS(ä),INS(h),INS(k)
INS(eksid);INS(e),INS(k),INS(s),INS(i),INS(d)
INS(läksit);INS(l),INS(ä),INS(k),INS(s),INS(i),INS(t)
INS(rit);INS(r),INS(i),INS(t)
INS(daks);INS(d),INS(a),INS(k),INS(s)
INS(da);INS(d),INS(a)
INS(itele);INS(i),INS(t),INS(e),INS(l),INS(e)
INS(nit);INS(n),INS(i),INS(t)
INS(ril);INS(r),INS(i),INS(l)
INS(aksi);INS(a),INS(k),INS(s),INS(i)
INS(tu);INS(t),INS(u)
INS(udn);INS(u),INS(d),INS(n)
INS(o);INS(o)
INS(utega);INS(u),INS(t),INS(e),INS(g),INS(a)
INS(hta);INS(h),INS(t),INS(a)
INS(esse);INS(e),INS(s),INS(s),INS(e)
INS(gu olnud);INS(g),INS(u),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d)
INS(eksit);INS(e),INS(k),INS(s),INS(i),INS(t)
INS(olen lä);INS(o),INS(l),INS(e),INS(n),INS( ),INS(l),INS(ä)
INS(esit);INS(e),INS(s),INS(i),INS(t)
INS(lil);INS(l),INS(i),INS(l)
INS(nni);INS(n),INS(n),INS(i)
INS(ks olnudp);INS(k),INS(s),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d),INS(p)
INS(seta);INS(s),INS(e),INS(t),INS(a)
INS(datel);INS(d),INS(a),INS(t),INS(e),INS(l)
INS(eg);INS(e),INS(g)
INS(lat);INS(l),INS(a),INS(t)
INS(ek);INS(e),INS(k)
INS(km);INS(k),INS(m)
INS(utel);INS(u),INS(t),INS(e),INS(l)
INS(etu);INS(e),INS(t),INS(u)
INS(pp);INS(p),INS(p)
INS(toasse);INS(t),INS(o),INS(a),INS(s),INS(s),INS(e)
INS(jaksi);INS(j),INS(a),INS(k),INS(s),INS(i)
INS(lnud);INS(l),INS(n),INS(u),INS(d)
INS(setess);INS(s),INS(e),INS(t),INS(e),INS(s),INS(s)
INS(ava);INS(a),INS(v),INS(a)
INS(rava);INS(r),INS(a),INS(v),INS(a)
INS(elnu);INS(e),INS(l),INS(n),INS(u)
INS(di);INS(d),INS(i)
INS(deltaknailt);INS(d),INS(e),INS(l),INS(t),INS(a),INS(k),INS(n),INS(a),INS(i),INS(l),INS(t)
INS(edatess);INS(e),INS(d),INS(a),INS(t),INS(e),INS(s),INS(s)
INS(atele);INS(a),INS(t),INS(e),INS(l),INS(e)
INS(ttetões);INS(t),INS(t),INS(e),INS(t),INS(õ),INS(e),INS(s)
INS(metes);INS(m),INS(e),INS(t),INS(e),INS(s)
INS(htud);INS(h),INS(t),INS(u),INS(d)
INS(idp);INS(i),INS(d),INS(p)
INS(usid);INS(u),INS(s),INS(i),INS(d)
INS(gitud);INS(g),INS(i),INS(t),INS(u),INS(d)
INS(dalt);INS(d),INS(a),INS(l),INS(t)
INS(ids);INS(i),INS(d),INS(s)
INS(nitu);INS(n),INS(i),INS(t),INS(u)
INS(deltvöilt);INS(d),INS(e),INS(l),INS(t),INS(v),INS(ö),INS(i),INS(l),INS(t)
INS(nava);INS(n),INS(a),INS(v),INS(a)
INS(sete);INS(s),INS(e),INS(t),INS(e)
INS(inudp);INS(i),INS(n),INS(u),INS(d),INS(p)
INS(ateks);INS(a),INS(t),INS(e),INS(k),INS(s)
INS(liss);INS(l),INS(i),INS(s),INS(s)
INS(natav);INS(n),INS(a),INS(t),INS(a),INS(v)
INS(tev);INS(t),INS(e),INS(v)
INS(edesse);INS(e),INS(d),INS(e),INS(s),INS(s),INS(e)
INS(õin);INS(õ),INS(i),INS(n)
INS(ritess);INS(r),INS(i),INS(t),INS(e),INS(s),INS(s)
INS(edelt);INS(e),INS(d),INS(e),INS(l),INS(t)
INS(tavat);INS(t),INS(a),INS(v),INS(a),INS(t)
INS(sest);INS(s),INS(e),INS(s),INS(t)
INS(ei o);INS(e),INS(i),INS( ),INS(o)
INS( loetudp);INS( ),INS(l),INS(o),INS(e),INS(t),INS(u),INS(d),INS(p)
INS(tõtele);INS(t),INS(õ),INS(t),INS(e),INS(l),INS(e)
INS(ede);INS(e),INS(d),INS(e)
INS(edeta);INS(e),INS(d),INS(e),INS(t),INS(a)
INS(meta);INS(m),INS(e),INS(t),INS(a)
INS(sed);INS(s),INS(e),INS(d)
INS(u lo);INS(u),INS( ),INS(l),INS(o)
INS(edena);INS(e),INS(d),INS(e),INS(n),INS(a)
INS(ret);INS(r),INS(e),INS(t)
INS(lähed);INS(l),INS(ä),INS(h),INS(e),INS(d)
INS(hk);INS(h),INS(k)
INS(anen);INS(a),INS(n),INS(e),INS(n)
INS(gate);INS(g),INS(a),INS(t),INS(e)
INS(im);INS(i),INS(m)
INS(tek);INS(t),INS(e),INS(k)
INS(us);INS(u),INS(s)
INS(ateni);INS(a),INS(t),INS(e),INS(n),INS(i)
INS(lev);INS(l),INS(e),INS(v)
INS(t o);INS(t),INS( ),INS(o)
INS(li);INS(l),INS(i)
INS(neti);INS(n),INS(e),INS(t),INS(i)
INS(teks);INS(t),INS(e),INS(k),INS(s)
INS(mel);INS(m),INS(e),INS(l)
INS(meni);INS(m),INS(e),INS(n),INS(i)
INS(läheks);INS(l),INS(ä),INS(h),INS(e),INS(k),INS(s)
INS(etav);INS(e),INS(t),INS(a),INS(v)
INS(edeks);INS(e),INS(d),INS(e),INS(k),INS(s)
INS(m);INS(m)
INS(on lä);INS(o),INS(n),INS( ),INS(l),INS(ä)
INS(oe);INS(o),INS(e)
INS(oled lä);INS(o),INS(l),INS(e),INS(d),INS( ),INS(l),INS(ä)
INS(metelt);INS(m),INS(e),INS(t),INS(e),INS(l),INS(t)
INS(nniksi);INS(n),INS(n),INS(i),INS(k),INS(s),INS(i)
INS(natu);INS(n),INS(a),INS(t),INS(u)
INS(gitudp);INS(g),INS(i),INS(t),INS(u),INS(d),INS(p)
INS(lgu);INS(l),INS(g),INS(u)
INS(despuis);INS(d),INS(e),INS(s),INS(p),INS(u),INS(i),INS(s)
INS(pnud);INS(p),INS(n),INS(u),INS(d)
INS(mest);INS(m),INS(e),INS(s),INS(t)
INS(niks);INS(n),INS(i),INS(k),INS(s)
INS(oet);INS(o),INS(e),INS(t)
INS(e k);INS(e),INS( ),INS(k)
INS(kelnud);INS(k),INS(e),INS(l),INS(n),INS(u),INS(d)
INS(gu oldud);INS(g),INS(u),INS( ),INS(o),INS(l),INS(d),INS(u),INS(d)
INS(dad);INS(d),INS(a),INS(d)
INS(h);INS(h)
INS(ihusse);INS(i),INS(h),INS(u),INS(s),INS(s),INS(e)
INS(anud);INS(a),INS(n),INS(u),INS(d)
INS(ntelt);INS(n),INS(t),INS(e),INS(l),INS(t)
INS(ren);INS(r),INS(e),INS(n)
INS(niksite);INS(n),INS(i),INS(k),INS(s),INS(i),INS(t),INS(e)
INS(vat);INS(v),INS(a),INS(t)
INS(gid);INS(g),INS(i),INS(d)
INS(vetel);INS(v),INS(e),INS(t),INS(e),INS(l)
INS(jatu);INS(j),INS(a),INS(t),INS(u)
INS(etel);INS(e),INS(t),INS(e),INS(l)
INS(esel);INS(e),INS(s),INS(e),INS(l)
INS(läks);INS(l),INS(ä),INS(k),INS(s)
INS(slites);INS(s),INS(l),INS(i),INS(t),INS(e),INS(s)
INS(litess);INS(l),INS(i),INS(t),INS(e),INS(s),INS(s)
INS(emel);INS(e),INS(m),INS(e),INS(l)
INS(daid);INS(d),INS(a),INS(i),INS(d)
INS(steta);INS(s),INS(t),INS(e),INS(t),INS(a)
INS(htudp);INS(h),INS(t),INS(u),INS(d),INS(p)
INS(gitav);INS(g),INS(i),INS(t),INS(a),INS(v)
INS(la);INS(l),INS(a)
INS(oag);INS(o),INS(a),INS(g)
INS(nal);INS(n),INS(a),INS(l)
INS( olnud);INS( ),INS(o),INS(l),INS(n),INS(u),INS(d)
INS(delttöilt);INS(d),INS(e),INS(l),INS(t),INS(t),INS(ö),INS(i),INS(l),INS(t)
INS(git);INS(g),INS(i),INS(t)
INS(õite);INS(õ),INS(i),INS(t),INS(e)
INS(mess);INS(m),INS(e),INS(s),INS(s)
INS(laks);INS(l),INS(a),INS(k),INS(s)
INS(trat);INS(t),INS(r),INS(a),INS(t)
INS(vetest);INS(v),INS(e),INS(t),INS(e),INS(s),INS(t)
INS(lag);INS(l),INS(a),INS(g)
INS(estess);INS(e),INS(s),INS(t),INS(e),INS(s),INS(s)
INS(retav);INS(r),INS(e),INS(t),INS(a),INS(v)
INS(alasse);INS(a),INS(l),INS(a),INS(s),INS(s),INS(e)
INS(tna);INS(t),INS(n),INS(a)
INS(takse);INS(t),INS(a),INS(k),INS(s),INS(e)
INS(deltpuilt);INS(d),INS(e),INS(l),INS(t),INS(p),INS(u),INS(i),INS(l),INS(t)
INS(ten);INS(t),INS(e),INS(n)
INS(gin);INS(g),INS(i),INS(n)
INS(atud);INS(a),INS(t),INS(u),INS(d)
INS(selt);INS(s),INS(e),INS(l),INS(t)
INS(re);INS(r),INS(e)
INS(ditel);INS(d),INS(i),INS(t),INS(e),INS(l)
INS(dessevöisse);INS(d),INS(e),INS(s),INS(s),INS(e),INS(v),INS(ö),INS(i),INS(s),INS(s),INS(e)
INS(emetel);INS(e),INS(m),INS(e),INS(t),INS(e),INS(l)
INS(net);INS(n),INS(e),INS(t)
INS(eag);INS(e),INS(a),INS(g)
INS(delesõjule);INS(d),INS(e),INS(l),INS(e),INS(s),INS(õ),INS(j),INS(u),INS(l),INS(e)
INS( oldudp);INS( ),INS(o),INS(l),INS(d),INS(u),INS(d),INS(p)
INS(itud);INS(i),INS(t),INS(u),INS(d)
INS(reni);INS(r),INS(e),INS(n),INS(i)
INS(eotu);INS(e),INS(o),INS(t),INS(u)
INS(jatav);INS(j),INS(a),INS(t),INS(a),INS(v)
INS(lite);INS(l),INS(i),INS(t),INS(e)
INS(deleaknaile);INS(d),INS(e),INS(l),INS(e),INS(a),INS(k),INS(n),INS(a),INS(i),INS(l),INS(e)
INS(dessetöisse);INS(d),INS(e),INS(s),INS(s),INS(e),INS(t),INS(ö),INS(i),INS(s),INS(s),INS(e)
INS(ean);INS(e),INS(a),INS(n)
INS(diks);INS(d),INS(i),INS(k),INS(s)
INS(destpuist);INS(d),INS(e),INS(s),INS(t),INS(p),INS(u),INS(i),INS(s),INS(t)
INS(nat);INS(n),INS(a),INS(t)
INS(eti);INS(e),INS(t),INS(i)
INS(meteks);INS(m),INS(e),INS(t),INS(e),INS(k),INS(s)
INS(kkemäesse);INS(k),INS(k),INS(e),INS(m),INS(ä),INS(e),INS(s),INS(s),INS(e)
INS(es);INS(e),INS(s)
INS(med);INS(m),INS(e),INS(d)
INS(seks);INS(s),INS(e),INS(k),INS(s)
INS(tt);INS(t),INS(t)
INS(dal);INS(d),INS(a),INS(l)
INS(dessemaisse);INS(d),INS(e),INS(s),INS(s),INS(e),INS(m),INS(a),INS(i),INS(s),INS(s),INS(e)
INS(niksi);INS(n),INS(i),INS(k),INS(s),INS(i)
INS(edat);INS(e),INS(d),INS(a),INS(t)
INS(deltavult);INS(d),INS(e),INS(l),INS(t),INS(a),INS(v),INS(u),INS(l),INS(t)
INS(lan);INS(l),INS(a),INS(n)
INS(nass);INS(n),INS(a),INS(s),INS(s)
INS(sess);INS(s),INS(e),INS(s),INS(s)
INS(meks);INS(m),INS(e),INS(k),INS(s)
INS(aneg);INS(a),INS(n),INS(e),INS(g)
INS(aten);INS(a),INS(t),INS(e),INS(n)
INS(rag);INS(r),INS(a),INS(g)
INS(dast);INS(d),INS(a),INS(s),INS(t)
INS(metena);INS(m),INS(e),INS(t),INS(e),INS(n),INS(a)
INS(kmess);INS(k),INS(m),INS(e),INS(s),INS(s)
INS(pess);INS(p),INS(e),INS(s),INS(s)
INS(kmetess);INS(k),INS(m),INS(e),INS(t),INS(e),INS(s),INS(s)
INS(semes);INS(s),INS(e),INS(m),INS(e),INS(s)
INS(late);INS(l),INS(a),INS(t),INS(e)
INS(utud);INS(u),INS(t),INS(u),INS(d)
INS(mes);INS(m),INS(e),INS(s)
INS(sena);INS(s),INS(e),INS(n),INS(a)
INS(sik);INS(s),INS(i),INS(k)
INS(läheksit);INS(l),INS(ä),INS(h),INS(e),INS(k),INS(s),INS(i),INS(t)
INS(ameten);INS(a),INS(m),INS(e),INS(t),INS(e),INS(n)
INS(dessõjus);INS(d),INS(e),INS(s),INS(s),INS(õ),INS(j),INS(u),INS(s)
INS(oeksid);INS(o),INS(e),INS(k),INS(s),INS(i),INS(d)
INS(läksi);INS(l),INS(ä),INS(k),INS(s),INS(i)
INS(edele);INS(e),INS(d),INS(e),INS(l),INS(e)
INS(anteg);INS(a),INS(n),INS(t),INS(e),INS(g)
INS(tli);INS(t),INS(l),INS(i)
INS(pis);INS(p),INS(i),INS(s)
INS(ks oldud);INS(k),INS(s),INS( ),INS(o),INS(l),INS(d),INS(u),INS(d)
INS(dle);INS(d),INS(l),INS(e)
INS(oev);INS(o),INS(e),INS(v)
INS(destvöist);INS(d),INS(e),INS(s),INS(t),INS(v),INS(ö),INS(i),INS(s),INS(t)
INS(edes);INS(e),INS(d),INS(e),INS(s)
INS(taks);INS(t),INS(a),INS(k),INS(s)
INS(raksi);INS(r),INS(a),INS(k),INS(s),INS(i)
INS(desaknais);INS(d),INS(e),INS(s),INS(a),INS(k),INS(n),INS(a),INS(i),INS(s)
INS(sste);INS(s),INS(s),INS(t),INS(e)
INS(neks);INS(n),INS(e),INS(k),INS(s)
INS(dsi);INS(d),INS(s),INS(i)
INS(gib);INS(g),INS(i),INS(b)
INS(datena);INS(d),INS(a),INS(t),INS(e),INS(n),INS(a)
INS(eb);INS(e),INS(b)
INS(õi);INS(õ),INS(i)
INS(tul);INS(t),INS(u),INS(l)
INS(läheksi);INS(l),INS(ä),INS(h),INS(e),INS(k),INS(s),INS(i)
INS(eksin);INS(e),INS(k),INS(s),INS(i),INS(n)
INS(nete);INS(n),INS(e),INS(t),INS(e)
INS(steni);INS(s),INS(t),INS(e),INS(n),INS(i)
INS(teksuusik);INS(t),INS(e),INS(k),INS(s),INS(u),INS(u),INS(s),INS(i),INS(k)
INS(stena);INS(s),INS(t),INS(e),INS(n),INS(a)
INS(tutel);INS(t),INS(u),INS(t),INS(e),INS(l)
INS(seok);INS(s),INS(e),INS(o),INS(k)
INS(drit);INS(d),INS(r),INS(i),INS(t)
INS(en);INS(e),INS(n)
INS(datega);INS(d),INS(a),INS(t),INS(e),INS(g),INS(a)
INS(elit);INS(e),INS(l),INS(i),INS(t)
INS(läheksid);INS(l),INS(ä),INS(h),INS(e),INS(k),INS(s),INS(i),INS(d)
INS(gite);INS(g),INS(i),INS(t),INS(e)
INS(ksin olnud);INS(k),INS(s),INS(i),INS(n),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d)
INS(eld);INS(e),INS(l),INS(d)
INS(blat);INS(b),INS(l),INS(a),INS(t)
INS(va);INS(v),INS(a)
INS(uutel);INS(u),INS(u),INS(t),INS(e),INS(l)
INS(ritel);INS(r),INS(i),INS(t),INS(e),INS(l)
INS(appi);INS(a),INS(p),INS(p),INS(i)
INS(ksid olnud);INS(k),INS(s),INS(i),INS(d),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d)
INS(üü);INS(ü),INS(ü)
INS(t olnudp);INS(t),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d),INS(p)
INS(eel);INS(e),INS(e),INS(l)
INS(eotudp);INS(e),INS(o),INS(t),INS(u),INS(d),INS(p)
INS(mega);INS(m),INS(e),INS(g),INS(a)
INS(ameg);INS(a),INS(m),INS(e),INS(g)
INS(melt);INS(m),INS(e),INS(l),INS(t)
INS(sele);INS(s),INS(e),INS(l),INS(e)
INS(ldudp);INS(l),INS(d),INS(u),INS(d),INS(p)
INS(nteni);INS(n),INS(t),INS(e),INS(n),INS(i)
INS(ldud);INS(l),INS(d),INS(u),INS(d)
INS(oan);INS(o),INS(a),INS(n)
INS(ona);INS(o),INS(n),INS(a)
INS(ldav);INS(l),INS(d),INS(a),INS(v)
INS(ei olnud lä);INS(e),INS(i),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d),INS( ),INS(l),INS(ä)
INS(tõtelt);INS(t),INS(õ),INS(t),INS(e),INS(l),INS(t)
INS(uet);INS(u),INS(e),INS(t)
INS(etess);INS(e),INS(t),INS(e),INS(s),INS(s)
INS(iet);INS(i),INS(e),INS(t)
INS(dana);INS(d),INS(a),INS(n),INS(a)
INS(metest);INS(m),INS(e),INS(t),INS(e),INS(s),INS(t)
INS(delavul);INS(d),INS(e),INS(l),INS(a),INS(v),INS(u),INS(l)
INS(uksi);INS(u),INS(k),INS(s),INS(i)
INS(ses);INS(s),INS(e),INS(s)
INS(ntek);INS(n),INS(t),INS(e),INS(k)
INS(oleksid lä);INS(o),INS(l),INS(e),INS(k),INS(s),INS(i),INS(d),INS( ),INS(l),INS(ä)
INS(lä);INS(l),INS(ä)
INS(os);INS(o),INS(s)
INS(meteni);INS(m),INS(e),INS(t),INS(e),INS(n),INS(i)
INS(ldi);INS(l),INS(d),INS(i)
INS(pel);INS(p),INS(e),INS(l)
INS(deltmailt);INS(d),INS(e),INS(l),INS(t),INS(m),INS(a),INS(i),INS(l),INS(t)
INS(emetess);INS(e),INS(m),INS(e),INS(t),INS(e),INS(s),INS(s)
INS(olite lä);INS(o),INS(l),INS(i),INS(t),INS(e),INS( ),INS(l),INS(ä)
INS(i olnud);INS(i),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d)
INS(destmaist);INS(d),INS(e),INS(s),INS(t),INS(m),INS(a),INS(i),INS(s),INS(t)
INS(em);INS(e),INS(m)
INS(set);INS(s),INS(e),INS(t)
INS(nelt);INS(n),INS(e),INS(l),INS(t)
INS(ttevees);INS(t),INS(t),INS(e),INS(v),INS(e),INS(e),INS(s)
INS(eks);INS(e),INS(k),INS(s)
INS(edass);INS(e),INS(d),INS(a),INS(s),INS(s)
INS(nade);INS(n),INS(a),INS(d),INS(e)
INS(sutesse);INS(s),INS(u),INS(t),INS(e),INS(s),INS(s),INS(e)
INS(rat);INS(r),INS(a),INS(t)
INS(teltaapeilt);INS(t),INS(e),INS(l),INS(t),INS(a),INS(a),INS(p),INS(e),INS(i),INS(l),INS(t)
INS(deuues);INS(d),INS(e),INS(u),INS(u),INS(e),INS(s)
INS(i olev);INS(i),INS( ),INS(o),INS(l),INS(e),INS(v)
INS(t läinudp);INS(t),INS( ),INS(l),INS(ä),INS(i),INS(n),INS(u),INS(d),INS(p)
INS(lede);INS(l),INS(e),INS(d),INS(e)
INS(är);INS(ä),INS(r)
INS( seo);INS( ),INS(s),INS(e),INS(o)
INS(in olnud);INS(i),INS(n),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d)
INS(neksite);INS(n),INS(e),INS(k),INS(s),INS(i),INS(t),INS(e)
INS(desvöis);INS(d),INS(e),INS(s),INS(v),INS(ö),INS(i),INS(s)
INS(driss);INS(d),INS(r),INS(i),INS(s),INS(s)
INS(htav);INS(h),INS(t),INS(a),INS(v)
INS(jag);INS(j),INS(a),INS(g)
INS(d loetudp);INS(d),INS( ),INS(l),INS(o),INS(e),INS(t),INS(u),INS(d),INS(p)
DEL(usi);DEL(u),DEL(s),DEL(i)
DEL(äma);DEL(ä),DEL(m),DEL(a)
DEL(tama);DEL(t),DEL(a),DEL(m),DEL(a)
DEL(gem);DEL(g),DEL(em)
DEL(iduma);DEL(i),DEL(d),DEL(u),DEL(m),DEL(a)
DEL(dma);DEL(d),DEL(ma)
DEL(min);DEL(m),DEL(i),DEL(n)
DEL(dim);DEL(d),DEL(i),DEL(m)
DEL(b);DEL(b)
DEL(as);DEL(a),DEL(s)
DEL(dima);DEL(d),DEL(i),DEL(m),DEL(a)
DEL(um);DEL(u),DEL(m)
DEL(gi);DEL(g),DEL(i)
DEL(lem);DEL(l),DEL(e),DEL(m)
DEL(en);DEL(e),DEL(n)
DEL(ooma);DEL(o),DEL(o),DEL(m),DEL(a)
DEL(ug);DEL(u),DEL(g)
DEL(minema);DEL(m),DEL(i),DEL(n),DEL(e),DEL(m),DEL(a)
DEL(adm);DEL(a),DEL(d),DEL(m)
DEL(kak);DEL(k),DEL(a),DEL(k)
DEL(las);DEL(l),DEL(a),DEL(s)
DEL(id);DEL(i),DEL(d)
DEL(kim);DEL(k),DEL(im)
DEL(ööma);DEL(ö),DEL(ö),DEL(m),DEL(a)
DEL(uma);DEL(u),DEL(ma)
DEL(da);DEL(d),DEL(a)
DEL(einium);DEL(e),DEL(i),DEL(n),DEL(i),DEL(u),DEL(m)
DEL(ugema);DEL(u),DEL(g),DEL(e),DEL(m),DEL(a)
DEL(in);DEL(i),DEL(n)
DEL(el);DEL(e),DEL(l)
DEL(ugem);DEL(u),DEL(g),DEL(e),DEL(m)
DEL(du);DEL(d),DEL(u)
DEL(ööm);DEL(ö),DEL(ö),DEL(m)
DEL(ö);DEL(ö)
DEL(ivesk);DEL(i),DEL(v),DEL(e),DEL(s),DEL(k)
DEL(gu);DEL(g),DEL(u)
DEL(aam);DEL(a),DEL(a),DEL(m)
DEL(sidum);DEL(s),DEL(i),DEL(d),DEL(u),DEL(m)
